meta_582,Linoleic acid
meta_2626,Fusaproliferin
meta_495,geniposide
meta_3053,4-Amino-2-nitrophenol
meta_3353,Estramustine
meta_3739,PROPARGITE
meta_3704,Phenicarbazide
meta_3504,Loxoprofen
meta_607,Marticin
meta_470,Eupatilin
meta_1294,8'-Hydroxyabscisate
meta_348,Butylparaben
meta_986,15-Demethoxy-epsilon-rhodomycin
meta_1817,Isolithocholic acid
meta_62,17?-Estradiol
meta_34,"""1,3,6-trihydroxy-2-(3-methylbut-2-enyl)xanthen-9-one"""
meta_3706,Phenothrin
meta_487,Gallocatechin
meta_1406,Bentazone-sodium
meta_1395,Azafrin
meta_1760,HC Blue No. 2
meta_1025,1-OH-Nogalamycinone
meta_2379,Tylactone
meta_493,Gedunol
meta_1507,Codeine-6-glucuronide
meta_3545,Methotrimeprazine
meta_2239,S-(Formylmethyl)glutathione
meta_2059,O-Methylodoratol
meta_2189,Puromycin
meta_1049,"""2,4-DICHLOROPHENOXYBUTYRIC ACID"""
meta_2659,Isorhamnetin
meta_1438,Buturon
meta_3145,Aknadicine
meta_3675,Parsonsine
meta_3476,Lamtidine
meta_249,5-Hydroxytryptophan
meta_3021,3-Chloro-4-(dichloromethyl)-5-hydroxy-2(5H)-furanone
meta_3801,Spenolimycin
meta_305,Amisulpride N-Oxide
meta_2919,17beta-Hydroxyestr-4-en-3-one cyclopentanepropionate
meta_2049,Octamethyltrisiloxane
meta_2598,Desferrioxamine B
meta_1443,Callystatin A
meta_1346,"""alpha-(1,2-Dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde"""
meta_175,3-hydroxy-C8-homoserine lactone
meta_3479,Lasiocarpine
meta_1963,Myclozolin
meta_925,(Ac)2-L-Lys-D-Ala-D-Ala
meta_2876,"""1',2'-Dihydrochlorobactene"""
meta_2159,prasterone sulfate
meta_2548,Asiaticoside
meta_234,"""5-[(Z)-14-(3,5-dihydroxyphenyl)tetradec-10-enyl]benzene-1,3-diol"""
meta_3501,Lonicerin
meta_3072,"""4-Pregnene-16alpha,21-diol-3,20-dione"""
meta_3612,N-Desmethyltamoxifen
meta_2195,"""Pyrene-1,8-dione"""
meta_3119,8-Methoxykynurenate
meta_3041,3-oxoglycyrrhetinic acid
meta_610,Medroxyprogesterone
meta_1997,Nandrolone phenpropionate
meta_3761,Rhodopinal
meta_1615,Dinoseb acetate
meta_872,Valganciclovir
meta_967,"""11beta,17,21-Trihydroxy-2alpha-methylpregn-4-ene-3,20-dione 21-acetate"""
meta_3726,Polygonolide
meta_1468,Chloramphenicol palmitate
meta_2037,Norcholestenol iodomethyl (131 I)
meta_1906,m-Coumaric acid
meta_3723,Plakortic acid
meta_2256,Sciadopitysin
meta_1858,Latrunculin A
meta_3811,Stizolobinate
meta_989,16alpha-Hydroxycorticosterone
meta_1735,Gloriosine
meta_3641,Norethindrone enanthate
meta_3242,Cinnamodial
meta_3655,Oleoyl dopamine
meta_466,Estrone
meta_1570,Deoxythymidine 5'-diphosphate (dTDP)
meta_179,3-Hydroxysebacic acid
meta_322,asterric acid
meta_472,Fenhexamid
meta_3767,Ruscopine
meta_68,1H-Benzotriazole-5-carboxylic acid
meta_1930,Methyl methoxyacetate
meta_889,(-)-Deltoin
meta_961,10-Deoxymethynolide
meta_2137,Picrasin B
meta_1061,2-[3-Carboxy-3-(methylammonio)propyl]-L-histidine
meta_2203,Questinol
meta_3241,"""Cholesta-5,7-dien-3beta-ol benzoate"""
meta_3752,Pyrazinoic acid
meta_3720,Piperonyl butoxide
meta_3488,LG 100268
meta_2198,Pyridoxal Phosphate
meta_572,Leucylleucyltyrosine
meta_2284,Spectinomycin
meta_394,Cynaroside
meta_1308,"""9-Chloro-17beta-hydroxy-17-methylandrost-4-ene-3,11-dione"""
meta_1042,"""2,3-Dihydro-2-(4-hydroxyphenyl)-5,6,7,8-tetramethoxy-4H-1-benzopyran-4-one"""
meta_2400,Vernoflexuoside
meta_2126,Phloridzin
meta_28,"""1-(2,4-dihydroxyphenyl)-2-(3,5-dimethoxyphenyl)propan-1-one"""
meta_3124,"""9,10-dihydroxy stearic acid"""
meta_2568,Caryophyllene [T(-)]
meta_2259,Senecionine N-oxide
meta_2434,"""(3Z,5E)-4-hydroxy-6-(4-hydroxyphenyl)hexa-3,5-dien-2-one"""
meta_1730,Ginkgolide C
meta_2761,Prazosin HCl
meta_2405,Vitamin D2 3-glucuronide
meta_3870,Validamycin A
meta_2933,1-Naphthylacetylspermine
meta_2676,Limonin
meta_774,Quinic acid
meta_3809,Stigmatellin A
meta_3541,Meteloidine
meta_306,Andrastin C
meta_2357,Tributyrin
meta_2138,Picrasin C
meta_2023,Nigakilactone F
meta_1066,24-Hydroxycalcitriol
meta_428,Dimethachlor ESA
meta_3856,Trimethylolpropane triacrylate
meta_3439,Hypercalin B
meta_2313,Tabernamine
meta_1648,Epibatidine
meta_2241,Safranin
meta_3373,Fluacrypyrim
meta_1944,Millettone
meta_3204,Bombykol
meta_2556,beta-Estradiol
meta_98,2-Anisic acid
meta_1079,2-Amino-5-formylamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one
meta_1264,6alpha-methylprednisolone
meta_788,Rubone
meta_2383,Undecylprodigiosin
meta_2142,Picrasin G
meta_1629,Doisynoestrol
meta_561,Lagochilin
meta_1630,Dolastatin 15
meta_968,"""11beta,17alpha,21-trihydroxypregnenolone"""
meta_2423,ZOXAZOLAMINE
meta_2345,"""trans,trans-Farnesyl phosphate"""
meta_93,"""2,6-Dihydroxy-4-Methoxytoluene"""
meta_3513,LysoPC(14:1(9Z))
meta_1504,Clorgyline
meta_3023,3-Dehydro-L-threonate
meta_3184,Baccatin III
meta_379,COLFORSIN
meta_2163,pregnenolone sulfate
meta_3271,Cytochalasin B
meta_3816,Sulfadimidine
meta_1412,beta-Funaltrexamine
meta_244,"""5-Hydroxy-2',4',7,8-Tetramethoxyflavone"""
meta_3788,Sesartemin
meta_137,3(2'-Chlorophenyl)-7-hydroxy-4-phenylcoumarin
meta_3256,Compound II(R/S)
meta_2619,Ergosterol Acetate
meta_483,Forskolin
meta_2911,"""17-[(Benzylamino)methyl]estra-1,3,5(10)-triene-3,17beta-diol"""
meta_3223,Capillanol
meta_2409,Westiellamide
meta_3028,3-Hydroxyhexobarbital
meta_2486,3Alpha-Hydroxy-3-Deoxyangolensic Acid Methyl Ester
meta_3129,"""9-Fluoro-2alpha-methylpregn-4-ene-3,11,20-trione"""
meta_1385,Aspidoalbine
meta_695,onopordopicrin
meta_1315,Absinthin
meta_340,Bezafibrate
meta_3328,docusate
meta_3238,Chimyl alcohol
meta_1237,5-Hydroxyindoleacetylglycine
meta_1780,HT-2 Toxin
meta_2979,"""2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate"""
meta_3192,Benzimidazole
meta_3257,Compound IV
meta_552,Kanakugiol
meta_1604,"""Dimesna (2,2'-Dithiodiethanesulfonic acid)"""
meta_2141,Picrasin F
meta_412,Deoxyuridine
meta_1969,"""N,N-Didesmethyltamoxifen"""
meta_1290,7-Methoxyisoflavone
meta_1733,Glaucarubin
meta_205,4-deoxyphloridzin
meta_3094,"""6alpha-Fluoro-17-hydroxypregn-4-ene-3,20-dione acetate"""
meta_1170,4-(N-Maleimido)phenyltrimethylammonium iodide
meta_1420,"""Bis(2,3-epoxycyclopentyl)ether"""
meta_1986,N-Acetyl-b-neuraminic acid
meta_2019,Nigakilactone A
meta_1220,"""5alpha,17alpha-Pregn-2-en-20-yn-17-ol acetate"""
meta_994,"""17,21-Epoxy-9-fluoro-11beta-hydroxypregn-4-ene-3,20-dione"""
meta_956,"""1,8-ANS"""
meta_1938,Metoxadiazone
meta_2621,Estriol
meta_3732,Prifinium bromide
meta_873,Valsartan
meta_2999,2-Propylsuccinic acid
meta_1194,4-Ethyl-7-hydroxy-3-(p-methoxyphenyl)coumarin
meta_1156,3-O-alpha-D-Mannopyranosyl-alpha-D-mannopyranose
meta_1738,Glutathionylaminopropylcadaverine
meta_675,Nimodipine
meta_804,Shanzhiside methyl ester
meta_1111,2-Oxo-7-methylthioheptanoic acid
meta_1371,ANISOMYCIN
meta_990,"""16beta-Hydroxy-3,11-dioxopregna-4,17(20)-dien-21-oic acid, gamma-lactone"""
meta_1957,Mucronine B
meta_1267,6-Demethylsterigmatocystin
meta_1450,Caracurine V
meta_3535,Mequitazine
meta_1834,Kanamycin C
meta_2140,Picrasin E
meta_3781,SB 200646
meta_3740,Propiverine
meta_3466,I-Urobilin
meta_2007,Neburon
meta_3738,Propafenone
meta_1109,"""2-Nitroestra-1,3,5(10)-triene-3,17beta-diol"""
meta_3050,4a-Hydroxytetrahydrobiopterin
meta_3638,Nonanedioic acid
meta_2913,17beta-estradiol 17-glucosiduronic acid
meta_3317,Diminazene
meta_1197,4-Hydroxycoumarin
meta_3034,"""3-Methoxy-19-nor-17alpha-pregna-1,3,5(10),20-tetraen-17-ol"""
meta_3302,Difenoxuron
meta_3817,Sulfamethoxazole
meta_817,Stercobilin
meta_1857,Latifoline
meta_1911,MeIQ
meta_3183,Avermectin B1a
meta_1495,Citreoviridin
meta_2072,Oxaziclomefone
meta_1803,Integerressine
meta_3868,Ursiniolide A
meta_2814,Triptolide
meta_3388,G-418
meta_3846,Triacanthine
meta_3310,Dihydroshikonofuran
meta_3434,Hydrocortisone caproate
meta_3716,Picrasin D
meta_824,Sulfaquinoxaline
meta_1972,"""N-[2-(4-Chloro-phenyl)-acetyl]-N'-(4,7-dimethyl-quinazolin-2-yl)-guanidine"""
meta_1650,Epivoacorine
meta_1382,Argyrolobine
meta_1448,Canthiumine
meta_125,2-Methylbutyl beta-D-glucopyranoside
meta_2627,Gardneramine
meta_1552,Deaminohydroxyblasticidin S
meta_2213,Reduced riboflavin
meta_2321,Telocinobufagin
meta_3200,beta-Cyclopiazonate
meta_1932,Methyl-2-alpha-L-fucopyranosyl-beta-D-galactoside
meta_1959,Multiflorin B
meta_346,Bufexamac
meta_904,(10S)-Juvenile hormone III acid diol
meta_1350,alpha-Eucaine
meta_1770,Hexahydrocurcumin
meta_3209,Buformin
meta_1009,"""1alpha-hydroxy-24,25,26,27-tetranorvitamin D3 23-carboxylic acid / calcitroic acid"""
meta_1460,Caulophylline
meta_3155,alpha-Ergocryptine
meta_3625,N-Hydroxy-L-tryptophan
meta_368,Cinnamic acid
meta_1354,Amaroswerin
meta_2909,16-Dehydropregnenolone acetate
meta_3674,Parafluron
meta_3468,Kazinol A
meta_1051,"""2,4-Dimethylphenol"""
meta_3471,KOdiA-PC
meta_2403,Vindoline
meta_618,"""methyl 3-(3,4-dihydroxy-5-phenyloxolan-2-yl)-3-hydroxypropanoate"""
meta_370,cirsimaritin
meta_283,Acebutolol
meta_225,4-tert-Octylphenol
meta_3237,Chamazulene
meta_2214,Rehmaionoside B
meta_2248,Sarpagine
meta_3035,3-Methoxytyramine-betaxanthin
meta_3410,Guanine
meta_3687,"""PE(18:3(9Z,12Z,15Z)/14:1(9Z))"""
meta_1924,Methoxybrassinin
meta_3805,Stanozolol
meta_3486,Leukotriene D4
meta_1039,"""2,3,3-Triphenylacrylonitrile"""
meta_530,hydroquinidine
meta_1578,"""Diatoxanthin/ 7,8-Didehydrozeaxanthin"""
meta_1872,Licoricone
meta_801,Secobarbital
meta_1700,FPL64176
meta_3839,Toxoflavine
meta_1791,Hypoglycin B
meta_1845,Kreysigine
meta_2977,"""2-Hydroxy-1,4-benzoquinone"""
meta_2224,Rhodojaponin I
meta_202,4-Aminohippuric acid
meta_500,Gibberellin A4
meta_1445,Calycanthidine
meta_3452,Isodomoic acid A
meta_985,15beta-Hydroxyprogesterone
meta_3182,Avermectin A2a aglycone
meta_1782,Hydrocortisone butyrate propionate
meta_3705,Phenmedipham
meta_2948,"""2,4,6-Trimethylaniline"""
meta_2190,Pydanon
meta_2152,p-Methylolphenol
meta_3169,Aniflorine
meta_3837,Tirofiban
meta_2725,Napelline
meta_3219,Caloxanthin
meta_1437,Butralin
meta_2451,"""1,7-bis(4-hydroxyphenyl)heptan-3-one"""
meta_1793,Ibutilide
meta_981,12-trans-Hydroxy juvenile hormone III
meta_231,"""5,6-Dihydroxy-3',4'-dimethoxyflavanone"""
meta_1753,GW 1929
meta_1010,1-Caffeoyl-beta-D-glucose
meta_2208,Quinoxaline
meta_1452,carbenicillin
meta_362,Cetraxate
meta_1569,Deoxymiroestrol
meta_2420,Zizybeoside I
meta_2388,Uscharidin
meta_1440,Cafenstrole
meta_19,(5R)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)tetradecan-3-one
meta_921,(7R)-7-(4-Carboxybutanamido)cephalosporanate
meta_153,3-[(1-Carboxyvinyl)oxy]benzoic acid
meta_3127,"""9alpha-Fluoro-11beta,17alpha,21-trihydroxy-6alpha-methylpregna-1,4-diene-3,20-dione"""
meta_545,Isosakuranin
meta_3164,Ammeline
meta_3198,"""beta,beta-Dimethylacrylshikonin"""
meta_3787,Serratanidine
meta_1474,Chlorophacinone
meta_805,S-HEXYL-GLUTATHIONE
meta_2384,Uridine triphosphate (UTP)
meta_3496,Lithospermoside
meta_365,Chloridazone-methyl-desphenyl
meta_191,3-oxo-C8-homoserine lactone
meta_1076,2-Amino-3-carboxymuconate semialdehyde
meta_2653,Indole-3-acrylic acid
meta_1192,4-Chloro-alpha-[4-[2-(diethylamino)ethoxy]phenyl]-alpha-phenylbenzeneethanol
meta_1224,"""5beta-Cholestane-3alpha,7alpha,12alpha,26-tetrol"""
meta_740,picein
meta_352,Cannabidiolic acid
meta_3222,Candoxatrilat
meta_943,1-(alpha-Methyl-4-(2-methylpropyl)benzeneacetate)-beta-D-Glucopyranuronic acid
meta_1852,Lamotrigine
meta_230,"""5,10-dimethoxy-2,2-dimethylpyrano[3,2-g]chromen-8-one"""
meta_2166,Primisulfuron
meta_1105,2-Methoxyestrone 3-glucuronide
meta_2118,Phenisopham
meta_858,Tyramine
meta_2207,Quinoline-3-carboxamides
meta_2201,Quercetin 3-rhamnoside-7-glucoside
meta_3616,Nemertelline
meta_3568,Mucronine A
meta_3462,Isoxaben
meta_3584,"""N,N,N-Trimethylmethanaminium chloride"""
meta_1859,Latrunculin B
meta_3381,Fructoselysine 6-phosphate
meta_3680,"""PC(20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))"""
meta_1501,Clofazimine
meta_351,Cannabichromevarin
meta_1063,"""21-Acetyloxy-17-hydroxypregna-1,4-diene-3,20-dione"""
meta_3858,Trimetrexate
meta_1195,4-Fluorophenol
meta_1926,"""methyl (2E,6E,10R,11S)-10,11-epoxy-3,7,11-trimethyltrideca-2,6-dienoate"""
meta_3460,Isosinomenine
meta_1536,Cucurbitacin S
meta_188,3-oxo-C10-homoserine lactone
meta_2326,Testosterone glucuronide
meta_1542,Cyhalofop-butyl
meta_1698,Forsythin
meta_2393,Valnemulin
meta_2562,bisdethiobis(methylthio)gliotoxin
meta_1028,1-Peroxyferolide
meta_1920,Methandriol dipropionate
meta_1572,Devapamil
meta_136,3-(2-amino-2-oxoethyl)-5-methyl-hexanoic acid
meta_123,2-Methoxyestrone
meta_993,"""17,21-Dihydroxypregn-4-ene-3,11,20-trione 21-(hydrogensuccinate)"""
meta_3566,Montanin
meta_2474,"""2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid"""
meta_3456,Isomigrastatin
meta_3147,Alchornine
meta_887,Zeranol
meta_2021,Nigakilactone C
meta_3117,8-Geranylchrysin
meta_3667,Paeonilactone B
meta_679,Nitrendipin
meta_1897,LysoPC(22:0)
meta_3172,Apodine
meta_790,S-Adenosylhomocysteine
meta_1591,Dihydrodeoxystreptomycin
meta_2168,Proanthocyanidin A2
meta_3393,gamma-Tocotrienol
meta_2066,Osaterone acetate
meta_1015,"""1-Fluorocyclohexadiene-cis,cis-1,2-diol"""
meta_2993,2-O-Caffeoylglucarate
meta_2459,17alpha-Hydroxyprogesterone
meta_2600,destruxin A
meta_1069,26-Hydroxyecdysone
meta_2025,Nitrilotriacetic acid
meta_623,Metolachlor OXA
meta_2205,Quinethazone
meta_2413,Xylopinine
meta_1502,Clofibrate
meta_2047,Obacunone
meta_1966,Myxochelin C
meta_2395,Vanillylamine
meta_232,"""5,7-dihydroxy-4-(4-methoxyphenyl)-3,4-dihydrochromen-2-one"""
meta_2793,Strepin P1
meta_1853,Lanceotoxin B
meta_2446,1-(2-Chlorophenyl)piperazine (o-CPP)
meta_2067,Oseltamivir
meta_1807,Ipecoside
meta_2082,Palmatine
meta_1329,Agnuside
meta_3309,Dihydropteroic acid
meta_987,"""16alpha,17-Dihydroxypregn-4-ene-3,20-dione cyclic acetal with 2-furyl methyl ketone"""
meta_2502,"""4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole"""
meta_1424,Bisphenol A bis(chloroformate)
meta_316,Argatroban
meta_1876,Lindenenone
meta_2276,Sophoraflavanone G
meta_1288,7-Hydroxyisoflavone
meta_3603,N-Acetyl-leu-leu-leu-tyr-amide
meta_1561,Dehydrosoyasaponin I
meta_2695,Methyl Deoxycholate
meta_1889,L-Tyrosine methyl ester 4-sulfate
meta_260,"""7,4'-DIMETHOXYISOFLAVONE"""
meta_957,10-(beta-Dimethylaminopropionyl)phenothiazine
meta_1336,Alangimarine
meta_329,Benazepril
meta_3714,"""PI(20:4(8Z,11Z,14Z,17Z)/20:0)"""
meta_560,Lacidipine
meta_3097,"""6beta,17-Dihydroxy-3,5-cyclo-5alpha,17alpha-pregn-20-ene-21-carboxylic acid, gamma-lactone"""
meta_1729,Ginkgetin
meta_730,Phosphatidylinositol 16:0-18:1
meta_3417,Halstoctacosanolide A
meta_2342,Toremifene
meta_1992,N-acetyl-LTE4
meta_3571,Mycalamide A
meta_829,Tadalafil
meta_416,Dichlorprop
meta_892,"""(+)-(1R,2R)-1,2-Diphenylethane-1,2-diol"""
meta_2146,Piperaduncin B
meta_3758,Rapamycin
meta_2088,Panogenin-3-o-alpha-L-rhamnopyranoside
meta_3528,Macrophylline
meta_2254,Schizandrin
meta_2988,2-Methylnaphthalene
meta_738,PHYSOSTIGMINE SALICYLATE
meta_2340,Tiliacorine
meta_2787,Sinomenine
meta_1523,Cortolone
meta_702,Palmitoylcarnitine
meta_1467,Chloraminophenamide
meta_1863,Leucomycin A1
meta_1226,5beta-scymnol
meta_2894,11-amino-undecanoic acid
meta_2937,1-Palmitoyl-2-(5-hydroxy-8-oxo-6-octenoyl)-sn-glycero-3-phosphatidylcholine
meta_912,"""(2S,3S)-2-hydroxytridecane-1,2,3-tricarboxylic acid"""
meta_1488,Cinobufotalin
meta_3003,3-(7'-Methylthio)heptylmalic acid
meta_481,Formononetin
meta_1681,Fentin hydroxide
meta_2694,Meprednisone
meta_2125,Phloionolic acid
meta_1589,Diglycidyl resorcinol ether
meta_836,Telmisartan
meta_3593,N4-Phosphoagmatine
meta_3689,"""PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0)"""
meta_1473,Chloromebuform
meta_1999,Nateglinide
meta_75,1-O-b-D-glucopyranosyl sinapate
meta_1514,Conchosin B
meta_3095,"""6alpha-Fluoropregn-4-ene-3,11,20-trione"""
meta_3879,X-206
meta_1874,Limonoate A-ring-lactone
meta_3423,Heliotrine
meta_1568,Deoxycoformycin
meta_3231,Cassythine
meta_2560,Biliverdin
meta_3724,plastoquinol-1
meta_1328,Agaritine
meta_3627,Nigakilactone B
meta_2068,Ovatine
meta_3766,Ritonavir
meta_1692,Fluocinolone
meta_1639,E3040
meta_1537,Cumyluron
meta_782,Riboflavin
meta_198,"""4,6,8-trihydroxy-7-methoxy-3-methyl-3,4-dihydroisochromen-1-one"""
meta_1323,Acroptilin
meta_2773,Resibufogenin
meta_1539,Cycleanine
meta_751,Progesterone
meta_668,N-Formyl-L-Methionine
meta_1164,3-tert-Butyl-5-methylcatechol
meta_2225,Rhodojaponin IV
meta_1200,4-Methylthiobutyl-desulfoglucosinolate
meta_78,"""2-(3-hydroxy-5-methoxyphenoxy)-6-(hydroxymethyl)oxane-3,4,5-triol"""
meta_1663,Estrone 3-glucuronide
meta_2396,Variotin
meta_1573,Devazepide
meta_1303,"""9,10-Dihydroxyanthracene"""
meta_984,13-Deoxycarminomycin
meta_1306,"""9-Bromo-16alpha-methyl-pregn-4-ene-3,11,20-trione"""
meta_2186,Psilocybin
meta_1551,Deamino-alpha-keto-demethylphosphinothricin
meta_1062,"""20,21,21-Trifluoro-3-methoxy-19-nor-17alpha-pregna-1,3,5(10),20-tetraen-17-ol"""
meta_1658,"""Estra-1,3,5(10)-triene-3,17beta-diol 3-phosphate"""
meta_1487,Cinobufagin
meta_735,Phosphatidylinositol lyso 20:4
meta_906,(10S)-Juvenile hormone III diol phosphate
meta_1024,1-O-Feruloyl-beta-D-glucose
meta_3142,Acutumine
meta_3440,Hyperforin
meta_1543,Cytochalasin A
meta_2101,Pelargonidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)
meta_1795,Idanpramine
meta_2364,Trifloxystrobin
meta_3234,Cerivastatin
meta_641,N-Acetylcysteine
meta_256,"""6,8-Diprenylnaringenin"""
meta_180,3-Indoxyl sulphate
meta_3692,Pefurazoate
meta_1713,gamma-Glu-Cys
meta_501,Gibberellin A7
meta_2202,Quercetin 3-sambubioside
meta_3348,Erioflorin acetate
meta_2065,Orysastrobin
meta_2526,8-(2-hydroxy-3-methoxy-3-methylbutyl)-7-methoxychromen-2-one
meta_2235,S-(2-Hydroxyethyl)glutathione
meta_1679,Fenpyroximate
meta_1084,"""2-cis,6-cis-farnesyl diphosphate"""
meta_1719,Gentamicin
meta_1661,Estradiol-17beta 3-sulfate
meta_811,Sodium Tetradecyl Sulfate
meta_1373,Ankorine
meta_1647,ENOXACIN
meta_940,1-(4-Methoxyphenyl)-3-(4-morpholinyl)-1-propanone
meta_1883,L-Olivosyl-oleandolide
meta_1353,Alpinine
meta_2310,Surinamensin
meta_2312,T-2 Toxin
meta_402,Deacetoxy-7-Oxogedunin
meta_3346,Ergosine
meta_1343,Allosamidine
meta_2145,"""PIP(18:2(9Z,12Z)/16:0)"""
meta_3828,Tetramethrin
meta_11,"""(1E)-1,7-bis(4-hydroxyphenyl)hept-1-en-3-one"""
meta_63,17alpha-Ethynylestradiol
meta_546,isotaxiresinol
meta_3409,Gomisin B
meta_1831,Justicidin B
meta_1682,Fentrazamide
meta_1918,Metazachlor
meta_30,"""1,2Alpha-Epoxydeacetoxydihydrogedunin"""
meta_1334,Alamarine
meta_1012,1-Dehydro-9-fluoro-11-oxotestololactone
meta_207,"""4-Hydroxy-2',4',6'-trimethoxychalcone"""
meta_338,beta-Estradiol-17beta-glucuronide
meta_2246,Sarmentoloside
meta_2129,Phoslactomycin B
meta_3690,"""PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z))"""
meta_324,Atorvastatin
meta_1665,Ethidimuron
meta_1416,Bifenthrin
meta_1901,Mallotophenone
meta_1131,"""3alpha,12alpha-Dihydroxy-5beta-pregnan-20-one diacetate"""
meta_705,Parfumine
meta_1307,"""9-Bromo-17beta-hydroxy-17-methylandrost-4-ene-3,11-dione"""
meta_2158,PPA(16:0/18:1(9Z))
meta_1970,"""N,N-Dihydroxy-L-phenylalanine"""
meta_2196,Pyributicarb
meta_2022,Nigakilactone E
meta_1758,Halofenozide
meta_1430,Bruceantin
meta_1481,Chryso-obtusin glucoside
meta_1208,4-Sulfobenzoate
meta_1422,Bisindolylmaleimide I
meta_1458,Caryoptin
meta_491,Garcinolic Acid
meta_2360,Trichomycin B
meta_2000,N-Benzoyl-D-arginine-4-nitroanilide
meta_173,3-hydroxy-C10-homoserine lactone
meta_1844,Kolanone
meta_1819,Isopropalin
meta_1598,Dihydrospheroidene/ Methoxyneurosporene
meta_635,"""N-(2,6-Dimethylphenyl)-N-(methoxyacetyl) alanine"""
meta_1322,Acevaltrate
meta_29,"""1-(3,4-dihydroxyphenyl)-7-(4-hydroxyphenyl)heptan-3-one"""
meta_1250,5-Oxoavermectin ''1a'' aglycone
meta_602,Malformin A2
meta_2015,N-Glycosyl-L-asparagine
meta_1021,"""1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene"""
meta_2154,Podophyllotoxin (Podophyllum)
meta_2091,Paraldehyde
meta_451,Droperidol
meta_798,Scaposin
meta_1417,BILA 2185BS
meta_2193,Pyraclostrobin
meta_31,"""1',2'-dihydro-2',6-dihydroxyrotenone"""
meta_479,Folinic acid
meta_485,Galacturonic acid
meta_1444,Calpeptin
meta_1289,7-Hydroxymethyl-12-methylbenz[a]anthracene sulfate
meta_492,gardenoside
meta_747,pomiferin
meta_2057,Oligomycin D
meta_497,GENTAMICIN SULFATE
meta_674,Nifekalant
meta_2339,Tigecycline
meta_760,Protoporphyrin IX
meta_731,Phosphatidylinositol 16:0-18:2
